,UNODC,unodc_ddds@un.org,REGION,SUB-REGION,INDICATOR,DIMENSION,CATEGORY,SEX,AGE,YEAR,COUNTS,CASE-VALUE,SOURCE
4495,ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2019,Counts,24,GLOTIP
4497,ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,18 years or over,2019,Counts,49,GLOTIP
4499,ESP,Spain,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2020,Counts,6,GLOTIP
4519,FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2014,Counts,5,GLOTIP
4523,FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2015,Counts,5,GLOTIP
4527,FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2016,Counts,14,GLOTIP
4529,FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,18 years or over,2016,Counts,5,GLOTIP
4531,FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2017,Counts,6,GLOTIP
4535,FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2020,Counts,61,GLOTIP
4537,FIN,Finland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,18 years or over,2020,Counts,53,GLOTIP
4538,FJI,Fiji,Oceania,Melanesia,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2020,Counts,10,GLOTIP
4539,FRA,France,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,0 to 17 years,2018,Counts,46,GLOTIP
4540,FRA,France,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2018,Counts,194,GLOTIP
4541,FRA,France,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,0 to 17 years,2018,Counts,31,GLOTIP
4542,FRA,France,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,18 years or over,2018,Counts,274,GLOTIP
4543,FRA,France,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,0 to 17 years,2019,Counts,53,GLOTIP
4544,FRA,France,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2019,Counts,199,GLOTIP
4545,FRA,France,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,0 to 17 years,2019,Counts,42,GLOTIP
4546,FRA,France,Europe,Western Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,18 years or over,2019,Counts,369,GLOTIP
4551,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,0 to 17 years,2019,Counts,263,GLOTIP
4552,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2019,Counts,198,GLOTIP
4553,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,0 to 17 years,2019,Counts,"2,057",GLOTIP
4554,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,18 years or over,2019,Counts,998,GLOTIP
4555,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,0 to 17 years,2020,Counts,449,GLOTIP
4556,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2020,Counts,417,GLOTIP
4557,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,0 to 17 years,2020,Counts,"2,880",GLOTIP
4558,GBR,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,18 years or over,2020,Counts,"1,614",GLOTIP
4564,GEO,Georgia,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,0 to 17 years,2019,Counts,27,GLOTIP
4582,GRC,Greece,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,18 years or over,2015,Counts,9,GLOTIP
4583,GRC,Greece,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,0 to 17 years,2016,Counts,5,GLOTIP
4585,GRC,Greece,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,0 to 17 years,2016,Counts,6,GLOTIP
4586,GRC,Greece,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,18 years or over,2016,Counts,11,GLOTIP
4595,GRC,Greece,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,0 to 17 years,2019,Counts,17,GLOTIP
4596,GRC,Greece,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2019,Counts,9,GLOTIP
4597,GRC,Greece,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,0 to 17 years,2019,Counts,21,GLOTIP
4598,GRC,Greece,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,18 years or over,2019,Counts,5,GLOTIP
4602,GRC,Greece,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,0 to 17 years,2020,Counts,33,GLOTIP
4604,GRC,Greece,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,0 to 17 years,2020,Counts,41,GLOTIP
4609,GTM,Guatemala,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,0 to 17 years,2016,Counts,23,GLOTIP
4611,GTM,Guatemala,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,0 to 17 years,2017,Counts,7,GLOTIP
4620,HND,Honduras,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,0 to 17 years,2017,Counts,25,GLOTIP
4622,HND,Honduras,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,0 to 17 years,2017,Counts,47,GLOTIP
4624,HND,Honduras,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,0 to 17 years,2018,Counts,5,GLOTIP
4626,HND,Honduras,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,0 to 17 years,2018,Counts,7,GLOTIP
4640,HRV,Croatia,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,0 to 17 years,2017,Counts,6,GLOTIP
4641,HRV,Croatia,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,18 years or over,2017,Counts,8,GLOTIP
4643,HRV,Croatia,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2018,Counts,16,GLOTIP
4645,HRV,Croatia,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,18 years or over,2018,Counts,45,GLOTIP
4647,HUN,Hungary,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2014,Counts,11,GLOTIP
4651,HUN,Hungary,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2017,Counts,6,GLOTIP
4724,ISR,Israel,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,0 to 17 years,2016,Counts,5,GLOTIP
4725,ISR,Israel,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,18 years or over,2016,Counts,5,GLOTIP
4735,ISR,Israel,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2020,Counts,39,GLOTIP
4755,JOR,Jordan,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2017,Counts,23,GLOTIP
4757,JOR,Jordan,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,18 years or over,2017,Counts,24,GLOTIP
4759,JOR,Jordan,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2018,Counts,12,GLOTIP
4761,JOR,Jordan,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,18 years or over,2018,Counts,24,GLOTIP
4763,JOR,Jordan,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2019,Counts,7,GLOTIP
4767,JOR,Jordan,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2020,Counts,22,GLOTIP
4771,JOR,Jordan,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2021,Counts,31,GLOTIP
4773,JOR,Jordan,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,18 years or over,2021,Counts,12,GLOTIP
4827,KWT,Kuwait,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2015,Counts,6,GLOTIP
4830,LBN,Lebanon,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2017,Counts,27,GLOTIP
4834,LBN,Lebanon,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2018,Counts,6,GLOTIP
4840,LBN,Lebanon,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,0 to 17 years,2019,Counts,6,GLOTIP
4841,LBN,Lebanon,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,18 years or over,2019,Counts,7,GLOTIP
4863,LTU,Lithuania,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2014,Counts,10,GLOTIP
4865,LTU,Lithuania,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,18 years or over,2014,Counts,20,GLOTIP
4867,LTU,Lithuania,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2015,Counts,12,GLOTIP
4868,LTU,Lithuania,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,0 to 17 years,2015,Counts,5,GLOTIP
4869,LTU,Lithuania,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,18 years or over,2015,Counts,17,GLOTIP
4870,LTU,Lithuania,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2016,Counts,6,GLOTIP
4872,LTU,Lithuania,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,18 years or over,2016,Counts,13,GLOTIP
4876,LTU,Lithuania,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,18 years or over,2017,Counts,7,GLOTIP
4880,LTU,Lithuania,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,18 years or over,2018,Counts,5,GLOTIP
4883,LTU,Lithuania,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,18 years or over,2019,Counts,10,GLOTIP
4887,LTU,Lithuania,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,18 years or over,2020,Counts,7,GLOTIP
4917,LVA,Latvia,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2014,Counts,22,GLOTIP
4920,LVA,Latvia,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2015,Counts,7,GLOTIP
4924,LVA,Latvia,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2017,Counts,8,GLOTIP
4928,LVA,Latvia,Europe,Northern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2018,Counts,6,GLOTIP
4946,MAR,Morocco,Africa,Northern Africa,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2020,Counts,9,GLOTIP
4947,MAR,Morocco,Africa,Northern Africa,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,0 to 17 years,2020,Counts,6,GLOTIP
4948,MAR,Morocco,Africa,Northern Africa,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,18 years or over,2020,Counts,19,GLOTIP
4958,MDA,Republic of Moldova,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2014,Counts,31,GLOTIP
4960,MDA,Republic of Moldova,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Male,18 years or over,2014,Counts,22,GLOTIP
4962,MDA,Republic of Moldova,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Other forms of exploitation,Female,18 years or over,2015,Counts,22,GLOTIP
